f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
1.1776751541429238,-1.0636493515232102,-0.26518222902432664,-0.6101048166896645,0.08085973809625338,1.0680980631897081,-1.0521039579025597,-0.14284726132268072,-0.7245870600091353,-1.300240863322481,2
0.17247901397626436,1.2199550656326619,0.71782164462038,0.04155499248628006,-0.6143980167406068,-1.4446442806698485,-0.8403820690702097,1.5232801733348809,-0.04571973462956897,1.5800119725347281,0
0.2663257664452859,1.2091085137967157,1.1892964978418934,0.09801709035515997,-0.7582886333634691,-1.0546349076735335,-1.601269521690809,1.264102103666499,0.24260127524983227,1.432454002786811,0
1.0693758000218152,-1.0255137845140523,-0.9749650301803482,1.3290323275203844,1.965791490530693,1.0454127279991463,0.8202165097701714,-1.6431860137041945,2.1583317512350777,0.12788003422878488,3
0.15641165707199373,1.1532803492590218,0.9124336363659725,0.017601206716920184,-0.7678749391672945,-1.3599138975643215,-0.7538623692623423,1.5342007921492693,-0.30443256553686465,1.7325352197035522,0
-1.204282626816283,-0.21748799883747177,-0.9901649638787136,1.1580770101829263,-0.11829632371423578,0.658844948903298,0.656763207062773,-0.11671142231330187,-0.5497330427210039,-0.775596588535765,4
-1.586120448346374,0.9393531794927389,1.1304523642652602,-1.2998605010516755,-0.8778567625318178,-1.0560609644592274,0.6308459526106046,-0.3128143374564907,-1.1221987673448304,-0.019536367220427762,1
1.12605383644127,-1.2263498390657852,-1.086885822975695,0.8056949038059962,1.6092095262442738,1.02499574604765,-0.26112977119647096,-1.9174844280443921,1.212489598797974,0.3282093143287329,3
0.20323016344356037,0.9900016204568901,0.9178369946956904,0.1523523941027545,-0.8709784142487597,-1.3067611958811824,-2.017115401980304,1.5241926615481391,1.4266421418243544,1.3633720862928653,0
-1.0661063952931495,-0.299207577765989,-0.9801102640160331,1.1352109692289127,-0.4127839249142226,0.15079972426073954,0.29398633783848527,0.054775873698625126,0.00968151526656337,-0.4843898451928647,4
-1.689908082101473,1.0406335015624635,1.249508398659845,-1.0079232910865235,-0.6398499473817787,-1.3723902697641197,0.8329570364039047,-0.22889828464100376,-0.8946491437252702,-0.29402306784792176,1
0.2634057322125586,1.1640956527417101,0.8699249026789558,-0.029691367704685976,-0.8165941104120299,-1.4358723156682918,-0.9161415417368391,1.6145962666235234,0.21179928361631453,1.5977101260891244,0
1.2521502660404202,-0.8345139463461205,-0.7503558828110677,1.209698856144649,1.5206420366151254,1.0732887495998904,1.088122017755602,-1.6385456608748643,2.1418888774674545,0.628715391019405,3
-0.12753068693695474,0.8591897491444471,1.0933837234025416,0.10660705356992733,-0.9106754959447141,-1.6809639186454524,-1.8340117570934562,1.5178581066380092,-0.4574434175578069,1.6312145130170175,0
0.2539449750124254,1.129314293298133,0.9960398705609976,-0.07249519600324109,-1.0588014090323443,-1.360853562422221,-1.795675856141136,1.650409980330502,0.5121637458812742,1.2144493790917688,0
-1.0054988110009495,1.2408302746408295,1.3214510400731314,-1.3626444119901964,-0.8875670869343911,-1.130671447408837,0.7307270970121015,-0.1680246294773204,-1.2928676696413646,-0.22638960851186274,1
-0.9798151689514512,-0.24560658804347338,-0.6705971729273764,1.0987152481260238,-0.37778988385046236,0.6899925822999399,0.045685876801820374,0.40980129341516086,-1.58431876484087,-0.8132955001760126,4
0.9424616606621122,-0.800517434825426,-1.179190599423466,1.3628287062321518,1.9539172795351487,0.7008883969701881,1.8325748333625853,-1.6350946210328163,0.7469181450577739,0.1433200477685065,3
0.9616721729412903,-1.2038642324071076,-0.9877651462294536,1.2627996304499385,1.6447130975120434,1.132871202581776,0.23810629868439473,-1.7186198659351883,1.496079507228197,0.30255135289555646,3
-1.3805492632377638,1.0587446515718988,1.366087092670556,-1.2740295010380347,-0.5353778466039697,-1.359112756517377,0.9428268741097835,0.1970025617933853,-1.5462770425383738,-0.12062531764583277,1
-1.5391080273698456,0.9274340393309027,1.045033889817119,-1.5557638487758425,-0.847679113496252,-0.8097774880033949,0.37980122425293383,0.11478560283759642,-1.2575926518559457,-0.1650815764753145,1
1.284060008989276,-1.2214557024288781,-0.05908824629726371,-1.0649676902145673,0.4370853948762299,0.8512490538111728,-0.429940948256603,-0.33910200762746406,-0.0051760395029833645,-1.4640351282780841,2
0.9473139005898036,-1.1499429067044595,-0.2520570281309254,-0.6048595154410181,0.04273675724067414,0.8298160315223235,-0.5507785149892526,-0.12224276480296206,0.0520727911133726,-1.0763457687059392,2
1.215933496327641,-1.058065253210652,-1.0058590163151993,1.2366236121780463,1.9770090950842099,1.0975209112701034,1.0843863079099139,-1.8253848624006608,1.092573069623191,0.24332981442506052,3
-0.9712028464120802,-0.0013880790781725892,-0.9450687377992607,1.2607280661050635,-0.6411761762054368,0.43663976520141223,1.0220811401476821,0.14996179595496364,0.5657200019668817,-0.5586407255879072,4
0.9912887089965258,-1.2560113476226278,-0.3082780007928731,-0.7542320884215608,0.06179468385824125,0.8746798726851467,-0.7419657517507734,0.26043425630146505,0.08012615912974841,-0.9303252395702335,2
-0.9134116119756126,-0.10276815214155378,-1.1047867885397087,1.0662783111697092,-0.5756949923657598,0.7133431919900185,0.6313272692268409,-0.015531685832610378,-0.7415955856133291,-0.5911359251123852,4
1.0432615533250496,-1.0539193794147252,-0.2604358050189045,-0.6216051121462538,0.24813056031789835,0.7676572610452944,0.6543471715737391,0.07616341804476856,0.15839333923949436,-1.0349940350009998,2
-1.3497327044069698,1.0562120827867918,1.2845923916042172,-1.5883948651344093,-0.811901547158882,-1.192660561790996,0.5005781385567987,0.03125858247611974,-1.5035127007140785,-0.09048688730397698,1
1.1955382409810602,-1.0420553266606762,-0.26550316437416366,-1.0398920912513883,0.09005165090480419,1.059009023740922,-0.7920126327896145,-0.46696018808381606,0.11595701236371837,-1.271743981688768,2
0.10207385092237634,1.0035732163689526,0.6540470654738239,0.12770390374333798,-0.6949999915429179,-1.2858354643015748,-1.5593930249287615,1.5425896628572213,-0.5019378352990176,1.478672014050366,0
