f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,label
0.0,-0.33487032272650685,0.02136548730761931,0.41811510072440805,-0.6169890656460352,-0.8311867098783828,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,0.5141103947939942,0.689179848190608,-0.37463756686165633,1.1001556758364786,0.7798189993099919,-0.1628345115469179,0.0,0.2019907665064163,0.8982622301214321,-0.9811187235607061,-1.2151725160286677,0.4821850697321695,1.9801642637822867,-0.1123333787135619,-0.04476614810358449,0.5830266021538836,0.42503848449015574,-1.5551011541985031,-1.584803506167813,0.016325083088554675,1.939971184350237,0.0,0.0,0.9523276335502994,0.020651593949755947,-1.436283881603367,-1.845949023520301,-0.019411742648153756,1.6758803174935133,0.0,0.0,1.064044014275124,0.5599017507506673,-1.1653541124799334,-1.1662359072949104,0.5807442226046874,0.8957371274686133,-0.0633724250524477,0.0,0.8886042349318407,1.0960324605807554,-1.0335461264895336,-0.15294515329847463,0.5035692336669153,-0.7176880964566302,-0.13722824234419256,0.0,-0.32694704563810484,0.12901822635925395,0.32302304440560875,-0.34166981190017953,-1.1670781708746198,-0.5105762200522705,-0.12212630923470053,0
0.0,-0.33487032272650685,-1.0259623218894025,0.20259185292832138,0.34181290116987034,-0.11495516323608833,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,-1.7453335309402602,-0.30890827373641283,0.9943182194781359,0.08431479325431912,-0.5356651425759594,-0.1628345115469179,0.0,-0.7161490812500213,-1.1256106128108219,1.2875656247653664,1.2597205919726924,-0.3140254152945306,-0.558507869271927,-0.1123333787135619,-0.04476614810358449,1.6118970765430898,0.8897307051426584,1.188186438654424,0.9252792594909682,-0.983169799884182,-0.6134624245345763,0.0,0.0,-0.7010189524745261,-1.0745086912645774,1.111448059156486,0.9247061712568863,-1.0410824083404497,-0.7913707940169957,0.0,0.0,-0.5818090627165603,-0.935562327109021,1.361843745974788,1.211249633534616,-0.45260848665632225,-0.8071851680990927,-0.0633724250524477,0.0,-0.4181666987914545,-1.1109721843309268,1.2231048047103212,1.13954909992807,-0.48511381672624326,-0.7176880964566302,-0.13722824234419256,0.0,-0.32694704563810484,-1.0403312572593622,-0.10538948133127314,0.9363968161553555,0.5701623335532156,-0.5105762200522705,-0.12212630923470053,1
0.0,-0.33487032272650685,-1.0259623218894025,-1.521594129440372,0.8212138845778231,1.138450043387927,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,-1.2239233942323553,0.9387018786723631,0.7661589217548371,0.9308488620727853,-0.5356651425759594,-0.1628345115469179,0.0,-0.7161490812500213,-0.28233026158904934,0.9385372634844321,0.02227403797201226,1.2783955547588695,-0.558507869271927,-0.1123333787135619,-0.04476614810358449,-0.7888006970317247,-1.2788329912356875,-0.5263683068786554,0.7683990866372944,0.516072524574923,-0.6134624245345763,0.0,0.0,-0.37034963526956094,0.020651593949755947,0.6337483202640135,0.751540221583312,-1.3816392969045483,-0.7913707940169957,0.0,0.0,3.1213603605147293,1.3076337896805115,1.361843745974788,-0.5322397630737035,-1.485961195917332,-0.8071851680990927,-0.0633724250524477,0.0,1.5419897017934883,0.9262628725106261,1.2231048047103212,1.13954909992807,0.3387887252680555,0.36708834921542277,-0.13722824234419256,0.0,-0.32694704563810484,-1.0403312572593622,-1.8190395842788007,-0.12865870722425704,1.6125066362099167,2.100324905215022,-0.12212630923470053,2
0.0,-0.33487032272650685,0.440296610986428,0.8491615963165815,0.34181290116987034,-0.8311867098783828,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,2.2588045917081967,0.5141103947939942,-1.5565184261451888,0.7661589217548371,-0.762219275564147,-0.5356651425759594,-0.1628345115469179,0.0,-0.10405584941239622,-1.4629227532995308,0.9385372634844321,0.7956781342224373,-1.2694779973265706,-0.558507869271927,-0.1123333787135619,-0.04476614810358449,-0.7888006970317247,-1.12393558435152,1.0167309641011162,0.14087839522259904,-1.149752280379638,-0.6134624245345763,0.0,0.0,-0.7010189524745261,-1.2309601605809106,-1.2770506353058761,0.23204237256258942,0.49142359019799425,-0.4829644050781821,0.0,0.0,-0.5818090627165603,-1.08510873489499,-1.1653541124799334,-1.1662359072949104,0.2362933195176842,1.139011741121143,-0.0633724250524477,0.0,-0.4181666987914545,0.07741493215997908,-1.2386962111440658,-1.2300236976539285,0.8331302504646347,1.2349095057530652,-0.13722824234419256,0.0,-0.32694704563810484,0.3239098069623566,0.32302304440560875,0.297363502127588,0.39643828311043205,-0.5105762200522705,-0.12212630923470053,3
0.0,-0.33487032272650685,-1.0259623218894025,-2.1681638728286323,-0.1375880822380824,-1.0102445965389564,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,-1.7453335309402602,-1.3069963956634336,-0.8309561623082538,-1.4394465306189201,-0.5356651425759594,-0.1628345115469179,0.0,-0.7161490812500213,-1.4629227532995308,0.9385372634844321,-0.28708760052815774,-0.9509938033158907,0.07616016399162641,-0.1123333787135619,-0.04476614810358449,-0.7888006970317247,-0.3494485499306821,1.0167309641011162,-1.584803506167813,0.18290756358401078,1.939971184350237,0.0,0.0,0.9523276335502994,1.2722633484804224,0.15604858137154104,-1.845949023520301,1.1725373673261916,1.0590675396158862,0.0,0.0,1.064044014275124,1.1580873818945425,1.361843745974788,0.7357525253687107,1.269646028778694,-0.5639105544465632,-0.0633724250524477,0.0,-0.4181666987914545,-1.2807417724010561,-1.443846295798598,0.9241333910569792,0.17400821686919576,-0.7176880964566302,-0.13722824234419256,0.0,-0.32694704563810484,-1.0403312572593622,-2.0332458471472417,0.9363968161553555,-0.47218196910348564,-0.5105762200522705,-0.12212630923470053,4
0.0,-0.33487032272650685,1.4876244201834499,-0.228454642663852,-2.7742934909818224,-1.0102445965389564,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,0.6879137736966292,0.9387018786723631,0.9943182194781359,0.9308488620727853,-0.5356651425759594,-0.1628345115469179,0.0,-0.7161490812500213,0.5609500896327232,1.4620798054058335,1.1050397727226073,0.3229429727268295,-0.2411738526401503,-0.1123333787135619,-0.04476614810358449,-0.7888006970317247,0.2701410776059882,1.188186438654424,0.9252792594909682,-0.15025739740690144,-0.6134624245345763,0.0,0.0,-0.7010189524745261,-1.2309601605809106,-0.7993508964134037,-0.6337873758052817,1.1725373673261916,1.3674739285546997,0.0,0.0,-0.5818090627165603,-1.08510873489499,-1.1653541124799334,-0.6907387991290052,1.269646028778694,1.3822863547736723,-0.0633724250524477,0.0,-0.4181666987914545,-0.43189383205040915,-1.2386962111440658,0.2778862644437069,1.1626912672623542,0.15013306008101218,-0.13722824234419256,0.0,-0.32694704563810484,0.713692968168562,0.9656418330109316,0.9363968161553555,0.5701623335532156,-0.5105762200522705,-0.12212630923470053,5
0.0,-0.33487032272650685,-1.0259623218894025,0.20259185292832138,0.34181290116987034,-1.0102445965389564,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,-0.8763166364270855,0.9387018786723631,-0.8309561623082538,-1.4394465306189201,-0.5356651425759594,-0.1628345115469179,0.0,-0.7161490812500213,0.5609500896327232,1.4620798054058335,-0.7511300582784127,-1.2694779973265706,-0.558507869271927,-0.1123333787135619,-0.04476614810358449,-0.7888006970317247,0.7348332982584909,0.6738200149945002,-1.584803506167813,-1.3163347608750942,-0.6134624245345763,0.0,0.0,-0.7010189524745261,1.1158118791640892,0.47451507396652265,-0.6337873758052817,-1.211360852622499,-0.7913707940169957,0.0,0.0,-0.5818090627165603,0.858994566322605,1.361843745974788,0.7357525253687107,1.269646028778694,-0.07736132714150437,-0.0633724250524477,0.0,-0.4181666987914545,-0.09235465591015032,1.2231048047103212,0.062470555572616146,0.9979107588634945,1.0179542166186546,-0.13722824234419256,0.0,-0.32694704563810484,-0.8454396766562594,-0.5338020070681551,0.723385711479433,0.7438863839959992,0.35972415503682703,-0.12212630923470053,6
0.0,-0.33487032272650685,0.440296610986428,-0.6595011382560254,0.34181290116987034,1.8546815900302216,4.055296439096261,0.6016534346745798,-0.04476614810358451,-0.624162340912348,-0.5287098786218155,-1.3069963956634336,-1.7435933532014485,0.4229284207817056,2.621496797950324,-0.1628345115469179,0.0,-0.7161490812500213,-1.6315788235438853,-1.3301470848416403,0.02227403797201226,0.8006692637428495,-0.2411738526401503,-0.1123333787135619,-0.04476614810358449,0.5830266021538836,-0.1945511430465145,-0.18345735777203956,0.7683990866372944,1.1824024465567475,1.3016127821290335,0.0,0.0,-0.03968031806459584,0.4900060018987559,0.952214812858995,0.751540221583312,-0.8708039640584004,-0.7913707940169957,0.0,0.0,-0.5818090627165603,-1.08510873489499,1.361843745974788,-0.5322397630737035,-1.485961195917332,-0.8071851680990927,-0.0633724250524477,0.0,-0.4181666987914545,0.24718452023010848,1.017954720055789,-2.0916865331382914,-1.4737968671194017,-0.7176880964566302,-0.13722824234419256,0.0,-0.32694704563810484,1.4932592905809725,-1.390627058541919,-2.471780858659405,-1.1670781708746198,-0.5105762200522705,-0.12212630923470053,7
0.0,-0.33487032272650685,0.8592277346652367,0.6336383485204947,-0.8566895573500115,-0.8311867098783828,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,-0.624162340912348,0.3403070158913593,0.43965781770885276,0.5379996240315384,0.5922352345453988,-0.5356651425759594,-0.1628345115469179,0.0,-0.7161490812500213,-0.11367419134469485,0.4149947215630308,-1.2151725160286677,1.1191534577535296,0.7108281972551799,-0.1123333787135619,-0.04476614810358449,-0.7888006970317247,-0.9690381774673523,1.188186438654424,0.2977585680762729,1.0158199660612912,0.02489597768662695,0.0,0.0,-0.7010189524745261,-0.6051542833155773,1.111448059156486,0.9247061712568863,-1.211360852622499,-0.7913707940169957,0.0,0.0,0.6525807450272028,1.3076337896805115,0.09824481674742729,0.26025541720280543,0.752969674148189,-0.3206359407940338,-0.0633724250524477,0.0,0.23521876807019312,1.265802048650885,-1.8541464651076625,-1.6608551153961102,1.1626912672623542,1.0179542166186546,-0.13722824234419256,0.0,-0.32694704563810484,1.1034761293747672,0.9656418330109316,0.723385711479433,0.7438863839959992,-0.2204760950225714,-0.12212630923470053,8
0.0,-0.33487032272650685,1.2781588583440455,0.20259185292832138,-2.7742934909818224,-1.0102445965389564,-0.40957779654994525,-0.15419258878594758,-0.04476614810358451,0.09657939224278826,1.0355205315018992,0.9387018786723631,0.9943182194781359,0.7615420483090921,-0.5356651425759594,-0.1628345115469179,0.0,0.2019907665064163,1.0669183003657867,0.764023082843965,0.3316356764721823,0.9599113607481896,-0.558507869271927,-0.1123333787135619,-0.04476614810358449,-0.4458438722353226,1.044628112026826,-1.3836456796451952,0.2977585680762729,1.1824024465567475,-0.6134624245345763,0.0,0.0,-0.7010189524745261,0.8029089405314226,1.111448059156486,-0.28745547645813324,1.0022589230441423,-0.17455801613936847,0.0,0.0,-0.5818090627165603,-1.08510873489499,-0.6915045140196732,-1.3247349433502122,0.06406786797418258,1.8688355820787312,-0.0633724250524477,0.0,-0.4181666987914545,-1.2807417724010561,-2.0592965497621947,-0.36836086216956543,0.9979107588634945,0.15013306008101218,-0.13722824234419256,0.0,-0.32694704563810484,0.713692968168562,0.10881678153716781,0.297363502127588,-0.6459060195462691,-0.5105762200522705,-0.12212630923470053,9
